Cuisine,Ingredient,Frequency
French,ketchup,6
African,ketchup,14
Australian,ketchup,19
English,ketchup,14
Quebec,ketchup,5
Middle Eastern,ketchup,4
Lebanese,ketchup,1
Greek,ketchup,5
South American,ketchup,14
Russian,ketchup,9
Japanese,ketchup,25
Puertorican,ketchup,1
Spanish,ketchup,2
Irish,ketchup,5
Thai,ketchup,18
Polynesian,ketchup,4
Iraqi,ketchup,
Pakistani,ketchup,2
Scottish,ketchup,6
South African,ketchup,8
Colombian,ketchup,
Welsh,ketchup,1
Czech,ketchup,1
Filipino,ketchup,4
Cuban,ketchup,4
Belgian,ketchup,2
Costarican,ketchup,
Guatemalan,ketchup,
Finnish,ketchup,
Moroccan,ketchup,2
Iranian Persian,ketchup,
Turkish,ketchup,
Portuguese,ketchup,1
Hungarian,ketchup,7
Georgian,ketchup,
Brazilian,ketchup,2
Nigerian,ketchup,
Ethiopian,ketchup,
Ecuadorean,ketchup,2
Peruvian,ketchup,
Egyptian,ketchup,1
Argentine,ketchup,
Chilean,ketchup,
Malaysian,ketchup,3
Nepalese,ketchup,
Vietnamese,ketchup,1
Palestinian,ketchup,
Norwegian,ketchup,1
Austrian,ketchup,2
Libyan,ketchup,
Angolan,ketchup,
Korean,ketchup,6
Cambodian,ketchup,
Mongolian,ketchup,
Northamerican,white pepper,746
Mexican,white pepper,55
American,white pepper,579
Canadian,white pepper,32
Hawaiian,white pepper,4
South Eestern United States,white pepper,50
Asian,white pepper,297
Indian,white pepper,19
German,white pepper,34
European,white pepper,428
Italian,white pepper,86
Southern United States,white pepper,235
Indonesian,white pepper,3
Pacific North West,white pepper,13
Polish,white pepper,7
Chinese,white pepper,119
British Columbian,white pepper,4
Danish,white pepper,12
Scandinavian,white pepper,73
Swiss,white pepper,14
Swedish,white pepper,26
French,white pepper,51
African,white pepper,34
Australian,white pepper,20
English,white pepper,14
Quebec,white pepper,2
Middle Eastern,white pepper,20
Lebanese,white pepper,5
Greek,white pepper,33
South American,white pepper,10
Russian,white pepper,6
Japanese,white pepper,16
Puertorican,white pepper,
Spanish,white pepper,14
Irish,white pepper,8
Thai,white pepper,30
Polynesian,white pepper,4
Iraqi,white pepper,
Pakistani,white pepper,1
Scottish,white pepper,6
South African,white pepper,4
Colombian,white pepper,
Welsh,white pepper,1
Czech,white pepper,
Filipino,white pepper,
Cuban,white pepper,2
Belgian,white pepper,2
Costarican,white pepper,
Guatemalan,white pepper,
Finnish,white pepper,14
Moroccan,white pepper,11
Iranian Persian,white pepper,
Turkish,white pepper,
Portuguese,white pepper,12
Hungarian,white pepper,2
Georgian,white pepper,1
Brazilian,white pepper,2
Nigerian,white pepper,1
Ethiopian,white pepper,2
Ecuadorean,white pepper,
Peruvian,white pepper,
Egyptian,white pepper,1
Argentine,white pepper,2
Chilean,white pepper,
Malaysian,white pepper,5
Nepalese,white pepper,1
Vietnamese,white pepper,4
Palestinian,white pepper,
Norwegian,white pepper,8
Austrian,white pepper,5
Libyan,white pepper,
Angolan,white pepper,1
Korean,white pepper,1
Cambodian,white pepper,
Mongolian,white pepper,
Northamerican,orange juice,998
Mexican,orange juice,119
American,orange juice,534
Canadian,orange juice,115
Hawaiian,orange juice,18
South Eestern United States,orange juice,31
Asian,orange juice,229
Indian,orange juice,21
German,orange juice,13
European,orange juice,264
Italian,orange juice,32
Southern United States,orange juice,98
Indonesian,orange juice,7
Pacific North West,orange juice,13
Polish,orange juice,1
Chinese,orange juice,38
British Columbian,orange juice,19
Danish,orange juice,
Scandinavian,orange juice,14
Swiss,orange juice,2
Swedish,orange juice,5
French,orange juice,29
African,orange juice,82
Australian,orange juice,85
English,orange juice,24
Quebec,orange juice,
Middle Eastern,orange juice,32
Lebanese,orange juice,3
Greek,orange juice,35
South American,orange juice,37
Russian,orange juice,7
Japanese,orange juice,12
Puertorican,orange juice,2
Spanish,orange juice,28
Irish,orange juice,5
Thai,orange juice,13
Polynesian,orange juice,6
Iraqi,orange juice,
Pakistani,orange juice,
Scottish,orange juice,9
South African,orange juice,6
Colombian,orange juice,2
Welsh,orange juice,3
Czech,orange juice,2
Filipino,orange juice,1
Cuban,orange juice,30
Belgian,orange juice,1
Costarican,orange juice,1
Guatemalan,orange juice,1
Finnish,orange juice,
Moroccan,orange juice,36
Iranian Persian,orange juice,6
Turkish,orange juice,
Portuguese,orange juice,8
Hungarian,orange juice,2
Georgian,orange juice,
Brazilian,orange juice,9
Nigerian,orange juice,2
Ethiopian,orange juice,2
Ecuadorean,orange juice,2
Peruvian,orange juice,4
Egyptian,orange juice,1
Argentine,orange juice,2
Chilean,orange juice,4
Malaysian,orange juice,1
Nepalese,orange juice,
Vietnamese,orange juice,
Palestinian,orange juice,
Norwegian,orange juice,2
Austrian,orange juice,1
Libyan,orange juice,1
Angolan,orange juice,
Korean,orange juice,
Cambodian,orange juice,
Mongolian,orange juice,
Northamerican,vinegar,796
Mexican,vinegar,85
American,vinegar,549
Canadian,vinegar,81
Hawaiian,vinegar,10
South Eestern United States,vinegar,74
Asian,vinegar,305
Indian,vinegar,35
German,vinegar,55
European,vinegar,325
Italian,vinegar,27
Southern United States,vinegar,119
Indonesian,vinegar,5
Pacific North West,vinegar,14
Polish,vinegar,18
Chinese,vinegar,85
British Columbian,vinegar,5
Danish,vinegar,7
Scandinavian,vinegar,28
Swiss,vinegar,11
Swedish,vinegar,8
French,vinegar,21
African,vinegar,63
Australian,vinegar,36
English,vinegar,20
Quebec,vinegar,6
Middle Eastern,vinegar,20
Lebanese,vinegar,6
Greek,vinegar,29
South American,vinegar,22
Russian,vinegar,10
Japanese,vinegar,19
Puertorican,vinegar,5
Spanish,vinegar,5
Irish,vinegar,2
Thai,vinegar,13
Polynesian,vinegar,8
Iraqi,vinegar,1
Pakistani,vinegar,2
Scottish,vinegar,6
South African,vinegar,24
Colombian,vinegar,
Welsh,vinegar,4
Czech,vinegar,7
Filipino,vinegar,24
Cuban,vinegar,15
Belgian,vinegar,2
Costarican,vinegar,
Guatemalan,vinegar,2
Finnish,vinegar,5
Moroccan,vinegar,9
Iranian Persian,vinegar,3
Turkish,vinegar,5
Portuguese,vinegar,3
Hungarian,vinegar,8
Georgian,vinegar,
Brazilian,vinegar,1
Nigerian,vinegar,
Ethiopian,vinegar,
Ecuadorean,vinegar,1
Peruvian,vinegar,5
Egyptian,vinegar,3
Argentine,vinegar,2
Chilean,vinegar,3
Malaysian,vinegar,1
Nepalese,vinegar,1
Vietnamese,vinegar,4
Palestinian,vinegar,1
Norwegian,vinegar,2
Austrian,vinegar,7
Libyan,vinegar,
Angolan,vinegar,
Korean,vinegar,15
Cambodian,vinegar,
Mongolian,vinegar,
Northamerican,margarine,1039
Mexican,margarine,52
American,margarine,710
Canadian,margarine,136
Hawaiian,margarine,6
South Eestern United States,margarine,33
Asian,margarine,67
Indian,margarine,14
German,margarine,31
European,margarine,357
Italian,margarine,56
Southern United States,margarine,159
Indonesian,margarine,
Pacific North West,margarine,15
Polish,margarine,13
Chinese,margarine,4
British Columbian,margarine,31
Danish,margarine,3
Scandinavian,margarine,23
Swiss,margarine,9
Swedish,margarine,8
French,margarine,16
African,margarine,39
Australian,margarine,30
English,margarine,40
Quebec,margarine,6
Middle Eastern,margarine,23
Lebanese,margarine,1
Greek,margarine,18
South American,margarine,16
Russian,margarine,11
Japanese,margarine,3
Puertorican,margarine,
Spanish,margarine,1
Irish,margarine,6
Thai,margarine,1
Polynesian,margarine,1
Iraqi,margarine,
Pakistani,margarine,
Scottish,margarine,13
South African,margarine,12
Colombian,margarine,2
Welsh,margarine,6
Czech,margarine,4
Filipino,margarine,3
Cuban,margarine,
Belgian,margarine,3
Costarican,margarine,
Guatemalan,margarine,
Finnish,margarine,5
Moroccan,margarine,6
Iranian Persian,margarine,7
Turkish,margarine,2
Portuguese,margarine,7
Hungarian,margarine,9
Georgian,margarine,
Brazilian,margarine,10
Nigerian,margarine,
Ethiopian,margarine,
Ecuadorean,margarine,
Peruvian,margarine,3
Egyptian,margarine,1
Argentine,margarine,1
Chilean,margarine,1
Malaysian,margarine,2
Nepalese,margarine,
Vietnamese,margarine,1
Palestinian,margarine,
Norwegian,margarine,3
Austrian,margarine,3
Libyan,margarine,
Angolan,margarine,
Korean,margarine,
Cambodian,margarine,
Mongolian,margarine,
Northamerican,powdered sugar,984
Mexican,powdered sugar,39
American,powdered sugar,750
Canadian,powdered sugar,32
Hawaiian,powdered sugar,10
South Eestern United States,powdered sugar,15
Asian,powdered sugar,42
Indian,powdered sugar,7
German,powdered sugar,55
European,powdered sugar,454
Italian,powdered sugar,67
Southern United States,powdered sugar,163
Indonesian,powdered sugar,
Pacific North West,powdered sugar,16
Polish,powdered sugar,10
Chinese,powdered sugar,6
British Columbian,powdered sugar,4
Danish,powdered sugar,19
Scandinavian,powdered sugar,61
Swiss,powdered sugar,9
Swedish,powdered sugar,13
French,powdered sugar,52
African,powdered sugar,27
Australian,powdered sugar,11
English,powdered sugar,26
Quebec,powdered sugar,1
Middle Eastern,powdered sugar,14
Lebanese,powdered sugar,1
Greek,powdered sugar,14
South American,powdered sugar,11
Russian,powdered sugar,9
Japanese,powdered sugar,3
Puertorican,powdered sugar,2
Spanish,powdered sugar,7
Irish,powdered sugar,23
Thai,powdered sugar,
Polynesian,powdered sugar,
Iraqi,powdered sugar,2
Pakistani,powdered sugar,
Scottish,powdered sugar,42
South African,powdered sugar,
Colombian,powdered sugar,
Welsh,powdered sugar,1
Czech,powdered sugar,4
Filipino,powdered sugar,
Cuban,powdered sugar,2
Belgian,powdered sugar,3
Costarican,powdered sugar,
Guatemalan,powdered sugar,
Finnish,powdered sugar,4
Moroccan,powdered sugar,16
Iranian Persian,powdered sugar,2
Turkish,powdered sugar,4
Portuguese,powdered sugar,1
Hungarian,powdered sugar,11
Georgian,powdered sugar,
Brazilian,powdered sugar,1
Nigerian,powdered sugar,
Ethiopian,powdered sugar,
Ecuadorean,powdered sugar,
Peruvian,powdered sugar,1
Egyptian,powdered sugar,2
Argentine,powdered sugar,1
Chilean,powdered sugar,2
Malaysian,powdered sugar,
Nepalese,powdered sugar,
Vietnamese,powdered sugar,
Palestinian,powdered sugar,
Norwegian,powdered sugar,9
Austrian,powdered sugar,14
Libyan,powdered sugar,
Angolan,powdered sugar,
Korean,powdered sugar,
Cambodian,powdered sugar,2
Mongolian,powdered sugar,
Northamerican,bay leaves,668
Mexican,bay leaves,83
American,bay leaves,470
Canadian,bay leaves,48
Hawaiian,bay leaves,
South Eestern United States,bay leaves,39
Asian,bay leaves,190
Indian,bay leaves,123
German,bay leaves,29
European,bay leaves,500
Italian,bay leaves,119
Southern United States,bay leaves,225
Indonesian,bay leaves,10
Pacific North West,bay leaves,11
Polish,bay leaves,6
Chinese,bay leaves,2
British Columbian,bay leaves,5
Danish,bay leaves,4
Scandinavian,bay leaves,17
Swiss,bay leaves,6
Swedish,bay leaves,6
French,bay leaves,64
African,bay leaves,57
Australian,bay leaves,30
English,bay leaves,31
Quebec,bay leaves,6
Middle Eastern,bay leaves,17
Lebanese,bay leaves,
Greek,bay leaves,39
South American,bay leaves,29
Russian,bay leaves,11
Japanese,bay leaves,
Puertorican,bay leaves,2
Spanish,bay leaves,30
Irish,bay leaves,28
Thai,bay leaves,6
Polynesian,bay leaves,1
Iraqi,bay leaves,1
Pakistani,bay leaves,3
Scottish,bay leaves,5
South African,bay leaves,18
Colombian,bay leaves,1
Welsh,bay leaves,4
Czech,bay leaves,
Filipino,bay leaves,18
Cuban,bay leaves,16
Belgian,bay leaves,6
Costarican,bay leaves,
Guatemalan,bay leaves,1
Finnish,bay leaves,2
Moroccan,bay leaves,7
Iranian Persian,bay leaves,1
Turkish,bay leaves,2
Portuguese,bay leaves,22
Hungarian,bay leaves,5
Georgian,bay leaves,
Brazilian,bay leaves,7
Nigerian,bay leaves,
Ethiopian,bay leaves,
Ecuadorean,bay leaves,
Peruvian,bay leaves,2
Egyptian,bay leaves,2
Argentine,bay leaves,6
Chilean,bay leaves,3
Malaysian,bay leaves,2
Nepalese,bay leaves,
Vietnamese,bay leaves,5
Palestinian,bay leaves,
Norwegian,bay leaves,
Austrian,bay leaves,2
Libyan,bay leaves,1
Angolan,bay leaves,
Korean,bay leaves,
Cambodian,bay leaves,1
Mongolian,bay leaves,
Northamerican,dried thyme,911
Mexican,dried thyme,23
American,dried thyme,603
Canadian,dried thyme,111
Hawaiian,dried thyme,
South Eestern United States,dried thyme,29
Asian,dried thyme,37
Indian,dried thyme,8
German,dried thyme,11
European,dried thyme,464
Italian,dried thyme,127
Southern United States,dried thyme,285
Indonesian,dried thyme,
Pacific North West,dried thyme,12
Polish,dried thyme,4
Chinese,dried thyme,2
British Columbian,dried thyme,19
Danish,dried thyme,1
Scandinavian,dried thyme,14
Swiss,dried thyme,4
Swedish,dried thyme,4
French,dried thyme,87
African,dried thyme,41
Australian,dried thyme,30
English,dried thyme,39
Quebec,dried thyme,5
Middle Eastern,dried thyme,23
Lebanese,dried thyme,4
Greek,dried thyme,35
South American,dried thyme,6
Russian,dried thyme,1
Japanese,dried thyme,
Puertorican,dried thyme,2
Spanish,dried thyme,34
Irish,dried thyme,14
Thai,dried thyme,
Polynesian,dried thyme,
Iraqi,dried thyme,1
Pakistani,dried thyme,
Scottish,dried thyme,4
South African,dried thyme,3
Colombian,dried thyme,
Welsh,dried thyme,
Czech,dried thyme,1
Filipino,dried thyme,
Cuban,dried thyme,8
Belgian,dried thyme,4
Costarican,dried thyme,
Guatemalan,dried thyme,
Finnish,dried thyme,4
Moroccan,dried thyme,12
Iranian Persian,dried thyme,1
Turkish,dried thyme,1
Portuguese,dried thyme,2
Hungarian,dried thyme,3
Georgian,dried thyme,
Brazilian,dried thyme,2
Nigerian,dried thyme,2
Ethiopian,dried thyme,
Ecuadorean,dried thyme,
Peruvian,dried thyme,
Egyptian,dried thyme,5
Argentine,dried thyme,3
Chilean,dried thyme,1
Malaysian,dried thyme,
Nepalese,dried thyme,
Vietnamese,dried thyme,
Palestinian,dried thyme,
Norwegian,dried thyme,3
Austrian,dried thyme,1
Libyan,dried thyme,1
Angolan,dried thyme,
Korean,dried thyme,
Cambodian,dried thyme,
Mongolian,dried thyme,
Northamerican,red wine vinegar,637
Mexican,red wine vinegar,92
American,red wine vinegar,385
Canadian,red wine vinegar,69
Hawaiian,red wine vinegar,4
South Eestern United States,red wine vinegar,54
Asian,red wine vinegar,123
Indian,red wine vinegar,11
German,red wine vinegar,31
European,red wine vinegar,627
Italian,red wine vinegar,171
Southern United States,red wine vinegar,86
Indonesian,red wine vinegar,1
Pacific North West,red wine vinegar,15
Polish,red wine vinegar,5
Chinese,red wine vinegar,32
British Columbian,red wine vinegar,14
Danish,red wine vinegar,
Scandinavian,red wine vinegar,12
Swiss,red wine vinegar,6
Swedish,red wine vinegar,2
French,red wine vinegar,53
African,red wine vinegar,48
Australian,red wine vinegar,42
English,red wine vinegar,24
Quebec,red wine vinegar,5
Middle Eastern,red wine vinegar,31
Lebanese,red wine vinegar,3
Greek,red wine vinegar,171
South American,red wine vinegar,64
Russian,red wine vinegar,11
Japanese,red wine vinegar,3
Puertorican,red wine vinegar,4
Spanish,red wine vinegar,50
Irish,red wine vinegar,8
Thai,red wine vinegar,4
Polynesian,red wine vinegar,2
Iraqi,red wine vinegar,1
Pakistani,red wine vinegar,
Scottish,red wine vinegar,2
South African,red wine vinegar,4
Colombian,red wine vinegar,1
Welsh,red wine vinegar,1
Czech,red wine vinegar,
Filipino,red wine vinegar,1
Cuban,red wine vinegar,10
Belgian,red wine vinegar,6
Costarican,red wine vinegar,
Guatemalan,red wine vinegar,
Finnish,red wine vinegar,2
Moroccan,red wine vinegar,22
Iranian Persian,red wine vinegar,2
Turkish,red wine vinegar,7
Portuguese,red wine vinegar,12
Hungarian,red wine vinegar,6
Georgian,red wine vinegar,3
Brazilian,red wine vinegar,9
Nigerian,red wine vinegar,1
Ethiopian,red wine vinegar,2
Ecuadorean,red wine vinegar,
Peruvian,red wine vinegar,9
Egyptian,red wine vinegar,4
Argentine,red wine vinegar,28
Chilean,red wine vinegar,7
Malaysian,red wine vinegar,
Nepalese,red wine vinegar,
Vietnamese,red wine vinegar,1
Palestinian,red wine vinegar,1
Norwegian,red wine vinegar,1
Austrian,red wine vinegar,1
Libyan,red wine vinegar,2
Angolan,red wine vinegar,1
Korean,red wine vinegar,
Cambodian,red wine vinegar,
Mongolian,red wine vinegar,1
Northamerican,fresh ground pepper,751
Mexican,fresh ground pepper,73
American,fresh ground pepper,445
Canadian,fresh ground pepper,117
Hawaiian,fresh ground pepper,3
South Eestern United States,fresh ground pepper,48
Asian,fresh ground pepper,131
Indian,fresh ground pepper,24
German,fresh ground pepper,16
European,fresh ground pepper,555
Italian,fresh ground pepper,193
Southern United States,fresh ground pepper,90
Indonesian,fresh ground pepper,
Pacific North West,fresh ground pepper,12
Polish,fresh ground pepper,
Chinese,fresh ground pepper,3
British Columbian,fresh ground pepper,39
Danish,fresh ground pepper,1
Scandinavian,fresh ground pepper,21
Swiss,fresh ground pepper,9
Swedish,fresh ground pepper,10
French,fresh ground pepper,66
African,fresh ground pepper,52
Australian,fresh ground pepper,52
English,fresh ground pepper,24
Quebec,fresh ground pepper,2
Middle Eastern,fresh ground pepper,43
Lebanese,fresh ground pepper,5
Greek,fresh ground pepper,70
South American,fresh ground pepper,21
Russian,fresh ground pepper,8
Japanese,fresh ground pepper,2
Puertorican,fresh ground pepper,
Spanish,fresh ground pepper,25
Irish,fresh ground pepper,11
Thai,fresh ground pepper,6
Polynesian,fresh ground pepper,3
Iraqi,fresh ground pepper,3
Pakistani,fresh ground pepper,1
Scottish,fresh ground pepper,5
South African,fresh ground pepper,2
Colombian,fresh ground pepper,1
Welsh,fresh ground pepper,3
Czech,fresh ground pepper,1
Filipino,fresh ground pepper,2
Cuban,fresh ground pepper,7
Belgian,fresh ground pepper,3
Costarican,fresh ground pepper,
Guatemalan,fresh ground pepper,
Finnish,fresh ground pepper,
Moroccan,fresh ground pepper,21
Iranian Persian,fresh ground pepper,4
Turkish,fresh ground pepper,6
Portuguese,fresh ground pepper,6
Hungarian,fresh ground pepper,5
Georgian,fresh ground pepper,
Brazilian,fresh ground pepper,2
Nigerian,fresh ground pepper,
Ethiopian,fresh ground pepper,
Ecuadorean,fresh ground pepper,1
Peruvian,fresh ground pepper,2
Egyptian,fresh ground pepper,4
Argentine,fresh ground pepper,2
Chilean,fresh ground pepper,3
Malaysian,fresh ground pepper,4
Nepalese,fresh ground pepper,1
Vietnamese,fresh ground pepper,13
Palestinian,fresh ground pepper,1
Norwegian,fresh ground pepper,1
Austrian,fresh ground pepper,2
Libyan,fresh ground pepper,
Angolan,fresh ground pepper,
Korean,fresh ground pepper,3
Cambodian,fresh ground pepper,1
Mongolian,fresh ground pepper,
